Target_genes	ELK1|Average	SRX2424218|A549	SRX2424219|A549	SRX4637892|Dermal_fibroblast	SRX4637894|Dermal_fibroblast	SRX150425|GM12878	SRX028646|HeLa	SRX150406|HeLa	SRX10475061|Hep_G2	SRX10475062|Hep_G2	SRX2424280|IMR-90	SRX2424281|IMR-90	SRX186625|K-562	SRX2423865|MCF-7	SRX2423866|MCF-7	STRING
BTD	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
NINJ2	10.928571	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0
GJA10	10.928571	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0
CGRRF1	10.928571	0	0	0	0	0	0	71	0	0	0	0	0	82	0	0
C9orf16	10.928571	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
ATP6V0C	10.928571	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0
POM121L2	10.857143	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0
N4BP2L1	10.857143	0	0	0	0	74	0	0	0	78	0	0	0	0	0	0
MED26	10.857143	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0
MAX	10.857143	0	0	0	0	82	0	70	0	0	0	0	0	0	0	0
INAFM1	10.857143	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0
GCHFR	10.857143	0	0	0	0	0	0	0	64	88	0	0	0	0	0	0
GADD45B	10.857143	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0
ACBD6	10.857143	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0
ZNF724	10.785714	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0
PSMA4	10.785714	0	0	0	0	0	0	0	0	71	0	0	0	80	0	0
MSH5	10.785714	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0
IVNS1ABP	10.785714	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0
DPP10	10.785714	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0
DENND4A	10.785714	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0
C16orf72	10.785714	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0
ASL	10.785714	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0
ZNF587	10.714286	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
XKR4	10.714286	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
TMEM179	10.714286	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
SUN2	10.714286	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
SENP8	10.714286	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0
PSMG2	10.714286	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
PDS5A	10.714286	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0
NABP1	10.714286	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0
MYO9A	10.714286	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0
MRPS30	10.714286	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0
KBTBD2	10.714286	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
GABRG2	10.714286	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
CTXN2	10.714286	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
CEP76	10.714286	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
VEZT	10.642857	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0
URB1	10.642857	0	0	0	0	77	0	0	0	72	0	0	0	0	0	0
UBE2E3	10.642857	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0
UBAP1	10.642857	0	0	0	0	0	0	77	0	72	0	0	0	0	0	0
SWI5	10.642857	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
STPG1	10.642857	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0
SMIM13	10.642857	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0
ROCK2	10.642857	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0
RCN2	10.642857	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0
PLEK2	10.642857	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
PITHD1	10.642857	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
NIPAL3	10.642857	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0
MTHFD1L	10.642857	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0
GOLGA2	10.642857	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
FKBP3	10.642857	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0
FGD6	10.642857	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0
ALG5	10.642857	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0
SETD3	10.571429	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0
PTPN12	10.571429	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0
POLR1E	10.571429	0	0	0	0	89	0	59	0	0	0	0	0	0	0	0
NCKAP5L	10.571429	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
MXD3	10.571429	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
FXN	10.571429	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0
CCNK	10.571429	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0
BZW2	10.571429	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0
ARNT	10.571429	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
ANKMY2	10.571429	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0
ABCD3	10.571429	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0
ZNF672	10.500000	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
TCIM	10.500000	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
RNASE6	10.500000	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0
POLR2B	10.500000	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0
NOA1	10.500000	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0
C12orf43	10.500000	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0
UMODL1	10.428571	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0
TRIM59	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0
TRIM13	10.428571	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0
PKP4	10.428571	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0
PDE4A	10.428571	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0
LUC7L3	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0
HDDC2	10.428571	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0
GPT2	10.428571	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0
GOLT1A	10.428571	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0
GIMAP5	10.428571	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0
ZNF596	10.357143	0	0	0	0	85	0	0	0	60	0	0	0	0	0	0
VPS9D1	10.357143	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0
RHEB	10.357143	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0
RABL3	10.357143	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0
PIK3CB	10.357143	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
MSRB3	10.357143	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0
LAS1L	10.357143	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
GTF2E1	10.357143	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0
DLAT	10.357143	0	0	0	0	0	0	0	71	74	0	0	0	0	0	0
CIART	10.357143	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0
ZKSCAN7	10.285714	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0
VPS50	10.285714	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0
USP43	10.285714	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0
SLC43A3	10.285714	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0
SLC38A2	10.285714	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0
SIRT1	10.285714	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0
RSRC1	10.285714	0	0	0	0	73	0	71	0	0	0	0	0	0	0	0
RPP21	10.285714	0	0	0	0	0	0	0	69	75	0	0	0	0	0	0
PJA2	10.285714	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
LINGO1	10.285714	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
KRAS	10.285714	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0
HEPACAM2	10.285714	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0
GANAB	10.285714	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0
DNM1L	10.285714	0	0	0	0	85	0	0	0	0	0	0	0	59	0	0
DNM1	10.285714	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
CSE1L	10.285714	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
CREBRF	10.285714	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
CIZ1	10.285714	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
AFF4	10.285714	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
ZNF37A	10.214286	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0
TMEM65	10.214286	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
STX8	10.214286	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
STX5	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
FAM162A	10.214286	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
ENDOG	10.214286	0	0	0	0	0	0	0	0	79	0	0	0	64	0	0
CHEK1	10.214286	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0
CFAP52	10.214286	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
CCDC58	10.214286	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
C1RL	10.214286	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0
C12orf40	10.214286	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
ARHGAP5	10.214286	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
ANO10	10.214286	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
ABHD5	10.214286	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
TMEM160	10.142857	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
TLR1	10.142857	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
PPFIA3	10.142857	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
MLYCD	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
METTL7B	10.142857	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
LSM1	10.142857	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
DUSP6	10.142857	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0
CYP51A1	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
CAPNS1	10.142857	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
C19orf73	10.142857	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
BAG4	10.142857	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
USH1G	10.071429	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
OTOP2	10.071429	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
NCAM2	10.071429	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
LOC110384692	10.071429	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
KRI1	10.071429	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
IQGAP2	10.071429	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
HDAC1	10.071429	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0
FARSB	10.071429	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0
CUTC	10.071429	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0
COX15	10.071429	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0
C4A	10.071429	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
BMP4	10.071429	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0
ARF6	10.071429	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0
TRPM7	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
SPC25	10.000000	0	0	0	0	0	0	0	64	76	0	0	0	0	0	0
RAB30	10.000000	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0
PPP1R42	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
PDCD5	10.000000	0	0	0	0	0	0	0	0	60	0	0	0	80	0	0
FMR1	10.000000	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
FANCA	10.000000	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
CHCHD6	10.000000	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0
CDADC1	10.000000	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0
CCDC125	10.000000	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0
VRK1	9.928571	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0
TAF15	9.928571	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0
SELL	9.928571	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0
KRT18	9.928571	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
DYM	9.928571	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
ASF1A	9.928571	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
ZNF280C	9.857143	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
TJP3	9.857143	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0
SOD1	9.857143	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
SLC6A5	9.857143	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
ROBO3	9.857143	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0
RGS1	9.857143	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0
POLK	9.857143	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0
PDP1	9.857143	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0
LMAN1	9.857143	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0
FANCG	9.857143	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0
DCTN3	9.857143	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
DAGLB	9.857143	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
CSK	9.857143	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0
CERT1	9.857143	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0
ARHGAP18	9.857143	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0
AGMAT	9.857143	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0
ZNF215	9.785714	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
SH2D6	9.785714	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0
NOTCH2NLA	9.785714	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0
KHDC1	9.785714	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0
C7orf25	9.785714	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
YPEL5	9.714286	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
USP9X	9.714286	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
UIMC1	9.714286	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0
TRIQK	9.714286	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
SPIB	9.714286	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0
PITPNB	9.714286	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
NDUFA5	9.714286	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
LMNB1	9.714286	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
CARD19	9.714286	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
AIFM2	9.714286	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
ZSWIM1	9.642857	0	0	0	0	0	0	0	65	70	0	0	0	0	0	0
YTHDF1	9.642857	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0
VKORC1	9.642857	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0
TXNDC5	9.642857	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
TAB2	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
SS18L2	9.642857	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
SPATA5	9.642857	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0
PLXNA2	9.642857	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
NUDT6	9.642857	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0
MERTK	9.642857	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0
ITPKC	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
DENND2C	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
COQ8B	9.642857	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
C2orf73	9.642857	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
USP40	9.571429	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0
TOP1	9.571429	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0
RHOB	9.571429	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0
RGMB	9.571429	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0
MRTFA	9.571429	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0
MOB1B	9.571429	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0
MEX3D	9.571429	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0
MAP3K3	9.571429	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0
KIAA0100	9.571429	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
HAAO	9.571429	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
GRN	9.571429	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
GMFG	9.571429	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0
FADS2	9.571429	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
FADS1	9.571429	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
CYBA	9.571429	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
BRI3BP	9.571429	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
ARFGAP3	9.571429	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0
TUBG1	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
TRIT1	9.500000	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
TPMT	9.500000	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
SNRNP48	9.500000	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
SH3TC1	9.500000	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0
RTN4	9.500000	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
RNF43	9.500000	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
RETREG3	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
MAP4K5	9.500000	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
MANSC4	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
KLHL42	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
KDM1B	9.500000	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
HILPDA	9.500000	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
DST	9.500000	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
BEND6	9.500000	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
ATL1	9.500000	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
ZNF91	9.428571	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0
TRIM74	9.428571	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
SNRPF	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0
PUS7L	9.428571	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
PITPNM1	9.428571	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
IRAK4	9.428571	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
GEMIN5	9.428571	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
ETS2	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0
USP17L18	9.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
USP17L11	9.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
TRIM11	9.357143	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0
SPRYD7	9.357143	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
SMAD5	9.357143	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
RECQL4	9.357143	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
PTCHD4	9.357143	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
PLEKHA8	9.357143	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
PDCD2L	9.357143	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
ORAI3	9.357143	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
LRRC14	9.357143	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
KDM4A	9.357143	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
HPCAL1	9.357143	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
HAGH	9.357143	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0
FAHD1	9.357143	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0
ELL	9.357143	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
CENPH	9.357143	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
ATP8A1	9.357143	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0
AFF1	9.357143	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
TEP1	9.285714	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0
SNX30	9.285714	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0
PHF14	9.285714	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0
LGALS8	9.285714	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
ITGB8	9.285714	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0
CLDND1	9.285714	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0
CDT1	9.285714	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0
ZNF576	9.214286	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0
RUFY1	9.214286	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
RHBDD2	9.214286	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0
RCCD1	9.214286	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
PSD	9.214286	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
MTRR	9.214286	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
KAAG1	9.214286	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
IRGQ	9.214286	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0
FHAD1	9.214286	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
FASTKD3	9.214286	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
DCDC2	9.214286	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
BACE1	9.214286	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
ZMAT2	9.142857	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
SLC26A1	9.142857	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
RHPN1	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
RAD9A	9.142857	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
NUP188	9.142857	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
NUCKS1	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
NDUFA6	9.142857	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
H2BC11	9.142857	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
H2AC11	9.142857	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
EIF5	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
DOLK	9.142857	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
CLDN12	9.142857	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
CC2D2B	9.142857	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
BEGAIN	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
APOM	9.142857	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
ZNF383	9.071429	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
ZNF300	9.071429	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
ZNF233	9.071429	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
ZNF14	9.071429	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
WDR62	9.071429	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
TMEM219	9.071429	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
THAP8	9.071429	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
PDE11A	9.071429	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
IRF2BP1	9.071429	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
IQGAP3	9.071429	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
HSPA2	9.071429	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
FZD5	9.071429	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
EZH1	9.071429	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
CCDC13	9.071429	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0
C5orf24	9.071429	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
ZNF66	9.000000	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0
SPATA24	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0
PXT1	9.000000	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
MAP3K5	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0
KCTD20	9.000000	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
CSRNP2	9.000000	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0
ADORA2B	9.000000	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
ZNF354A	8.928571	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0
UCHL3	8.928571	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
TAP2	8.928571	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
RBM23	8.928571	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
PRUNE2	8.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
PRSS27	8.928571	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0
NXT2	8.928571	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
MFSD14C	8.928571	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0
HIP1	8.928571	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
GPR158	8.928571	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
F7	8.928571	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
CCDC6	8.928571	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
CA5A	8.928571	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
AP1G2	8.928571	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
