Target_genes	ELK4|Average	SRX065548|293	SRX065549|293	SRX150669|293	SRX644407|DU_145	SRX028644|HeLa	SRX028645|HeLa	SRX150431|HeLa	SRX13007931|Hep_G2	SRX13007932|Hep_G2	STRING
MIF4GD	14.777778	0	0	0	0	0	0	133	0	0	0
KIAA1958	14.777778	0	0	0	0	0	0	0	0	133	0
ID2	14.777778	0	0	0	0	0	0	0	133	0	0
FAAH	14.777778	0	0	0	0	0	0	0	0	133	0
ELK1	14.777778	0	0	0	0	0	0	133	0	0	0
C9orf147	14.777778	0	0	0	0	0	0	0	0	133	0
C1RL	14.777778	0	0	0	0	0	0	133	0	0	0
ADGRE5	14.777778	0	0	0	0	0	0	133	0	0	0
ZSWIM3	14.666667	0	0	0	0	0	0	132	0	0	0
TMEM106B	14.666667	0	0	0	0	0	0	0	0	132	0
RLIM	14.666667	0	0	0	0	0	0	132	0	0	0
PHKG2	14.666667	0	0	0	0	0	0	132	0	0	0
NIPA2	14.666667	0	0	0	0	0	0	132	0	0	0
GTSE1	14.666667	0	0	0	0	0	0	132	0	0	0
FUS	14.666667	0	0	0	0	0	0	0	0	132	0
FAM76B	14.666667	0	0	0	0	0	0	132	0	0	0
DRAM1	14.666667	0	0	0	0	0	0	0	0	132	0
DHRS4L2	14.666667	0	0	0	0	0	0	0	0	132	0
CEP57	14.666667	0	0	0	0	0	0	132	0	0	0
ADSL	14.666667	0	0	0	0	0	0	132	0	0	0
ACOT8	14.666667	0	0	0	0	0	0	132	0	0	0
ZNF846	14.555556	131	0	0	0	0	0	0	0	0	0
ZC3H7A	14.555556	0	0	0	0	0	0	131	0	0	0
ZBTB4	14.555556	0	0	0	0	0	0	131	0	0	0
RNF113A	14.555556	0	0	0	0	0	0	131	0	0	0
POLR2A	14.555556	0	0	0	0	0	0	131	0	0	0
NDUFA1	14.555556	0	0	0	0	0	0	131	0	0	0
MFSD3	14.555556	0	0	0	0	0	0	131	0	0	0
H4C11	14.555556	0	0	0	0	0	0	0	0	131	0
FIG4	14.555556	0	0	0	0	0	0	131	0	0	0
AK9	14.555556	0	0	0	0	0	0	131	0	0	0
AK3	14.555556	0	0	0	0	0	0	0	0	131	0
RXFP4	14.444444	0	0	0	0	0	0	130	0	0	0
OS9	14.444444	0	0	0	0	0	0	130	0	0	0
NFKBID	14.444444	0	0	0	0	0	0	130	0	0	0
MMGT1	14.444444	0	0	0	0	0	0	130	0	0	0
HNRNPA0	14.444444	0	0	0	0	0	0	130	0	0	0
FRS2	14.444444	0	0	0	0	0	0	130	0	0	0
CASP4	14.444444	0	0	0	0	0	0	130	0	0	0
CACNB3	14.444444	0	0	0	0	0	0	130	0	0	0
ASXL1	14.444444	0	0	0	0	0	0	130	0	0	0
TSNARE1	14.333333	129	0	0	0	0	0	0	0	0	0
STAG1	14.333333	0	0	0	0	0	0	129	0	0	0
PIP4K2B	14.333333	0	0	0	0	0	0	129	0	0	0
PIM2	14.333333	0	0	0	0	0	0	129	0	0	0
NUBP1	14.333333	0	0	0	0	0	0	129	0	0	0
NAA20	14.333333	0	0	0	0	0	0	0	0	129	0
KMT2B	14.333333	129	0	0	0	0	0	0	0	0	0
FAM110C	14.333333	0	0	0	0	0	0	129	0	0	0
ESYT3	14.333333	0	0	0	0	0	0	0	0	129	0
CHRNB2	14.333333	0	0	0	0	0	0	0	0	129	0
ZNF283	14.222222	0	0	0	0	0	0	128	0	0	0
OGFOD1	14.222222	0	0	0	0	0	0	128	0	0	0
NUDT21	14.222222	0	0	0	0	0	0	128	0	0	0
NEURL2	14.222222	0	0	0	0	0	0	0	0	128	0
MRM3	14.222222	0	0	0	0	0	0	0	128	0	0
INTS2	14.222222	0	0	0	0	0	0	128	0	0	0
GRIA2	14.222222	0	0	0	0	0	0	0	0	128	0
GLOD4	14.222222	0	0	0	0	0	0	0	128	0	0
E2F6	14.222222	0	0	0	0	0	0	0	0	128	0
CTSA	14.222222	0	0	0	0	0	0	0	0	128	0
CDC37	14.222222	0	0	0	0	0	0	128	0	0	0
BIN3	14.222222	0	0	0	0	0	0	128	0	0	0
TENT5A	14.111111	0	0	0	0	0	0	0	0	127	0
TEN1	14.111111	0	0	0	0	0	0	127	0	0	0
RAB4A	14.111111	0	0	0	0	0	0	0	0	127	0
MTA2	14.111111	0	0	0	0	0	0	127	0	0	0
ILF3	14.111111	0	0	0	0	0	0	127	0	0	0
GRN	14.111111	0	0	0	0	0	0	127	0	0	0
GNPDA2	14.111111	0	0	0	0	0	0	0	0	127	0
FBXO9	14.111111	0	0	0	0	0	0	127	0	0	0
DFFA	14.111111	0	0	0	0	0	0	127	0	0	0
DCAF7	14.111111	0	0	0	0	0	0	127	0	0	0
ACOX1	14.111111	0	0	0	0	0	0	127	0	0	0
TPX2	14.000000	0	0	0	0	0	0	126	0	0	0
RNF224	14.000000	0	0	0	0	0	0	126	0	0	0
RAB5C	14.000000	0	0	0	0	0	0	126	0	0	0
RAB4B	14.000000	126	0	0	0	0	0	0	0	0	0
PFN2	14.000000	0	0	0	0	0	0	0	0	126	0
N4BP3	14.000000	126	0	0	0	0	0	0	0	0	0
CISD1	14.000000	0	0	0	0	0	0	0	0	126	0
ALKBH5	14.000000	0	0	0	0	0	0	126	0	0	0
ZNF778	13.888889	0	0	0	0	0	0	125	0	0	0
FNTA	13.888889	0	0	0	0	0	0	125	0	0	0
DNAJB1	13.888889	125	0	0	0	0	0	0	0	0	0
ZNF816-ZNF321P	13.777778	0	0	0	0	0	0	124	0	0	0
ZNF816	13.777778	0	0	0	0	0	0	124	0	0	0
TMEM181	13.777778	0	0	0	0	0	0	0	0	124	0
PCTP	13.777778	0	0	0	0	0	0	124	0	0	0
MTHFR	13.777778	0	0	0	0	0	0	124	0	0	0
MTF2	13.777778	0	0	0	0	0	0	0	0	124	0
HSPBAP1	13.777778	0	0	0	0	0	0	124	0	0	0
CLCN6	13.777778	0	0	0	0	0	0	124	0	0	0
C6orf47	13.777778	0	0	0	0	0	0	124	0	0	0
ZNF691	13.666667	0	0	0	0	0	0	123	0	0	0
TIMM17A	13.666667	0	0	0	0	0	0	123	0	0	0
SLC25A38	13.666667	0	0	0	0	0	0	123	0	0	0
RHOBTB2	13.666667	0	0	0	0	0	0	123	0	0	0
RFXANK	13.666667	0	0	0	0	0	0	123	0	0	0
PCCA	13.666667	0	0	0	0	0	0	0	0	123	0
MAZ	13.666667	0	0	0	0	0	0	123	0	0	0
ING2	13.666667	0	0	0	0	0	0	123	0	0	0
FOXN2	13.666667	0	0	0	0	0	0	123	0	0	0
FAN1	13.666667	0	0	0	0	0	0	0	0	123	0
BORCS8	13.666667	0	0	0	0	0	0	123	0	0	0
ZNF195	13.555556	0	0	0	0	0	0	122	0	0	0
UTP6	13.555556	0	0	0	0	0	0	122	0	0	0
TRMT61B	13.555556	0	0	0	0	0	0	0	122	0	0
TANGO2	13.555556	122	0	0	0	0	0	0	0	0	0
SNX15	13.555556	0	0	0	0	0	0	122	0	0	0
MRPS11	13.555556	0	0	0	0	0	0	122	0	0	0
MRPL46	13.555556	0	0	0	0	0	0	122	0	0	0
DDIT4	13.555556	0	0	0	0	0	0	0	122	0	0
WDR48	13.444444	0	0	0	0	0	0	121	0	0	0
TRPC4AP	13.444444	0	0	0	0	0	0	0	0	121	0
SUGT1	13.444444	0	0	0	0	0	0	121	0	0	0
STX8	13.444444	0	0	0	0	0	0	121	0	0	0
SPNS1	13.444444	0	0	0	0	0	0	121	0	0	0
SENP2	13.444444	0	0	0	0	0	0	121	0	0	0
SCN11A	13.444444	0	0	0	0	0	0	121	0	0	0
RRAGB	13.444444	0	0	0	0	0	0	121	0	0	0
PLLP	13.444444	0	0	0	0	0	0	0	0	121	0
NUP42	13.444444	0	0	0	0	0	0	121	0	0	0
KCTD2	13.444444	0	0	0	0	0	0	121	0	0	0
IMPA1	13.444444	0	0	0	0	0	0	121	0	0	0
HCRT	13.444444	0	0	0	0	0	0	0	0	121	0
GPBP1L1	13.444444	0	0	0	0	0	0	0	121	0	0
FDX2	13.444444	0	0	0	0	0	0	121	0	0	0
CFAP52	13.444444	0	0	0	0	0	0	121	0	0	0
ATP5PD	13.444444	0	0	0	0	0	0	121	0	0	0
ZNF670	13.333333	0	0	0	0	0	0	120	0	0	0
YWHAE	13.333333	0	0	0	0	0	0	120	0	0	0
THNSL1	13.333333	0	0	0	0	0	0	0	0	120	0
PRAF2	13.333333	0	0	0	0	0	0	120	0	0	0
POLE3	13.333333	0	0	0	0	0	0	120	0	0	0
POGLUT2	13.333333	0	0	0	0	0	0	120	0	0	0
INPP5K	13.333333	0	0	0	0	0	0	120	0	0	0
ICE1	13.333333	0	0	0	0	0	0	120	0	0	0
H3C3	13.333333	0	0	0	0	0	0	0	0	120	0
EAPP	13.333333	0	0	0	0	0	0	0	0	120	0
C9orf43	13.333333	0	0	0	0	0	0	120	0	0	0
BIVM	13.333333	0	0	0	0	0	0	120	0	0	0
UPF2	13.222222	0	0	0	0	0	0	119	0	0	0
SERINC1	13.222222	0	0	0	0	0	0	119	0	0	0
RNF181	13.222222	0	0	0	0	0	0	119	0	0	0
R3HCC1L	13.222222	0	0	0	0	0	0	119	0	0	0
PMS2	13.222222	0	0	0	0	0	0	0	0	119	0
PKIB	13.222222	0	0	0	0	0	0	119	0	0	0
PDCL3	13.222222	0	0	0	0	0	0	119	0	0	0
MFSD12	13.222222	119	0	0	0	0	0	0	0	0	0
MDC1	13.222222	0	0	0	0	0	0	119	0	0	0
IGSF9B	13.222222	119	0	0	0	0	0	0	0	0	0
H4C4	13.222222	0	0	0	0	0	0	0	0	119	0
ANKAR	13.222222	0	0	0	0	0	0	0	0	119	0
AIMP2	13.222222	0	0	0	0	0	0	0	0	119	0
ADAM15	13.222222	0	0	0	0	0	0	119	0	0	0
UBE2V2	13.111111	0	0	0	0	0	0	118	0	0	0
TTC23L	13.111111	0	0	0	0	0	0	0	0	118	0
SF1	13.111111	0	0	0	0	0	0	118	0	0	0
SETD2	13.111111	0	0	0	0	0	0	118	0	0	0
POMZP3	13.111111	0	0	0	0	0	0	0	118	0	0
POLE4	13.111111	0	0	0	0	0	0	0	0	118	0
KIF2C	13.111111	0	0	0	0	0	0	118	0	0	0
KDM7A	13.111111	118	0	0	0	0	0	0	0	0	0
HBP1	13.111111	0	0	0	0	0	0	118	0	0	0
DCLRE1B	13.111111	0	0	0	0	0	0	118	0	0	0
AP4B1	13.111111	0	0	0	0	0	0	118	0	0	0
WASHC3	13.000000	0	0	0	0	0	0	117	0	0	0
TRMT10C	13.000000	0	0	0	0	0	0	117	0	0	0
RCCD1	13.000000	0	0	0	0	0	0	117	0	0	0
PPP1R3E	13.000000	0	0	0	0	0	0	0	0	117	0
MARCHF5	13.000000	0	0	0	0	0	0	117	0	0	0
IARS1	13.000000	0	0	0	0	0	0	117	0	0	0
HERC4	13.000000	0	0	0	0	0	0	117	0	0	0
DMWD	13.000000	117	0	0	0	0	0	0	0	0	0
CPEB3	13.000000	0	0	0	0	0	0	117	0	0	0
ZNF280D	12.888889	0	0	0	0	0	0	0	0	116	0
TPRN	12.888889	0	0	0	0	0	0	116	0	0	0
RAP2B	12.888889	0	0	0	0	0	0	0	0	116	0
LETM1	12.888889	0	0	0	0	0	0	0	116	0	0
GCAT	12.888889	0	0	0	0	0	0	116	0	0	0
ERCC6	12.888889	0	0	0	0	0	0	116	0	0	0
ENOX2	12.888889	0	0	0	0	0	0	116	0	0	0
COASY	12.888889	0	0	0	0	0	0	116	0	0	0
CCDC66	12.888889	0	0	0	0	0	0	0	0	116	0
ZFP36	12.777778	0	0	0	0	0	0	115	0	0	0
TMUB2	12.777778	0	0	0	0	0	0	115	0	0	0
THOC2	12.777778	0	0	0	0	0	0	115	0	0	0
RHBDD1	12.777778	0	0	0	0	0	0	0	0	115	0
PSMD14	12.777778	0	0	0	0	0	0	0	0	115	0
HIBCH	12.777778	0	0	0	0	0	0	115	0	0	0
GLS2	12.777778	0	0	0	0	0	0	0	0	115	0
GLO1	12.777778	0	0	0	0	0	0	0	0	115	0
EIF3E	12.777778	0	0	0	0	0	0	115	0	0	0
C11orf65	12.777778	0	0	0	0	0	0	115	0	0	0
ZBTB3	12.666667	0	0	0	0	0	0	114	0	0	0
TEP1	12.666667	0	0	0	0	0	0	114	0	0	0
STAT6	12.666667	0	0	0	0	0	0	114	0	0	0
SMC6	12.666667	0	0	0	0	0	0	114	0	0	0
SEZ6L2	12.666667	0	0	0	0	0	0	0	0	114	0
PSMA1	12.666667	0	0	0	0	0	0	0	0	114	0
PPIG	12.666667	0	0	0	0	0	0	0	0	114	0
PDE3B	12.666667	0	0	0	0	0	0	0	0	114	0
LOC112694756	12.666667	0	0	0	0	0	0	0	0	114	0
GGACT	12.666667	0	0	0	0	0	0	0	0	114	0
GEN1	12.666667	0	0	0	0	0	0	114	0	0	0
CEP120	12.666667	0	0	0	0	0	0	114	0	0	0
ASPHD1	12.666667	0	0	0	0	0	0	0	0	114	0
MSH5	12.555556	0	0	0	0	0	0	0	0	113	0
INIP	12.555556	0	0	0	0	0	0	113	0	0	0
FANK1	12.555556	0	0	0	0	0	0	113	0	0	0
CYRIB	12.555556	0	0	0	0	0	0	113	0	0	0
COX18	12.555556	0	0	0	0	0	0	113	0	0	0
BMPR1A	12.555556	0	0	0	0	0	0	113	0	0	0
ARIH1	12.555556	0	0	0	0	0	0	113	0	0	0
ZSCAN30	12.444444	0	0	0	0	0	0	0	0	112	0
ZNFX1	12.444444	0	0	0	0	0	0	0	0	112	0
TMEM116	12.444444	0	0	0	0	0	0	0	0	112	0
TIMM21	12.444444	0	0	0	0	0	0	0	112	0	0
TADA1	12.444444	0	0	0	0	0	0	112	0	0	0
SOS1	12.444444	0	0	0	0	0	0	0	0	112	0
SGO1	12.444444	0	0	0	0	0	0	112	0	0	0
PFKFB4	12.444444	0	0	0	0	0	0	112	0	0	0
NOP58	12.444444	0	0	0	0	0	0	0	0	112	0
FBXO15	12.444444	0	0	0	0	0	0	0	112	0	0
ERP29	12.444444	0	0	0	0	0	0	0	0	112	0
BAIAP2	12.444444	0	0	0	0	0	0	0	112	0	0
WDR26	12.333333	0	0	0	0	0	0	111	0	0	0
SSNA1	12.333333	0	0	0	0	0	0	0	111	0	0
PHOSPHO2	12.333333	0	0	0	0	0	0	111	0	0	0
PEAK1	12.333333	0	0	0	0	0	0	111	0	0	0
MTFR1L	12.333333	0	0	0	0	0	0	111	0	0	0
HMG20A	12.333333	0	0	0	0	0	0	111	0	0	0
CCDC173	12.333333	0	0	0	0	0	0	111	0	0	0
ANKRD36C	12.333333	0	0	0	0	0	0	0	0	111	0
ANAPC2	12.333333	0	0	0	0	0	0	0	111	0	0
VMA21	12.222222	0	0	0	0	0	0	110	0	0	0
TRMT1	12.222222	0	0	0	0	0	0	110	0	0	0
SP1	12.222222	0	0	0	0	0	0	110	0	0	0
SERTAD1	12.222222	0	0	0	0	0	0	110	0	0	0
SENP5	12.222222	0	0	0	0	0	0	0	0	110	0
RPL34	12.222222	0	0	0	0	0	0	110	0	0	0
LEO1	12.222222	0	0	0	0	0	0	110	0	0	0
GTF3A	12.222222	0	0	0	0	0	0	0	0	110	0
FICD	12.222222	0	0	0	0	0	0	110	0	0	0
ETV6	12.222222	0	0	0	0	0	0	110	0	0	0
DRAM2	12.222222	0	0	0	0	0	0	110	0	0	0
CEPT1	12.222222	0	0	0	0	0	0	110	0	0	0
VKORC1	12.111111	0	0	0	0	0	0	0	109	0	0
USP42	12.111111	0	0	0	0	0	0	0	0	109	0
UBP1	12.111111	0	0	0	0	0	0	109	0	0	0
PSMD3	12.111111	0	0	0	0	0	0	0	0	109	0
PPP2R1A	12.111111	0	0	0	0	0	0	109	0	0	0
POMT2	12.111111	0	0	0	0	0	0	109	0	0	0
NCLN	12.111111	0	0	0	0	0	0	109	0	0	0
NCEH1	12.111111	0	0	0	0	0	0	109	0	0	0
GSTZ1	12.111111	0	0	0	0	0	0	109	0	0	0
ZNF281	12.000000	0	0	0	0	0	0	108	0	0	0
USP10	12.000000	0	0	0	0	0	0	0	0	108	0
SPIN3	12.000000	0	0	0	0	0	0	108	0	0	0
NAA40	12.000000	0	0	0	0	0	0	108	0	0	0
KDM4D	12.000000	0	0	0	0	0	0	108	0	0	0
HMBS	12.000000	0	0	0	0	0	0	108	0	0	0
EIF3L	12.000000	0	0	0	0	0	0	108	0	0	0
CWC15	12.000000	0	0	0	0	0	0	108	0	0	0
BEGAIN	12.000000	0	0	0	0	0	0	108	0	0	0
ANKRD54	12.000000	0	0	0	0	0	0	108	0	0	0
TMEM259	11.888889	0	0	0	0	0	0	107	0	0	0
SMIM4	11.888889	0	0	0	0	0	0	107	0	0	0
RPS27L	11.888889	0	0	0	0	0	0	107	0	0	0
RNF187	11.888889	0	0	0	0	0	0	0	0	107	0
NEDD8-MDP1	11.888889	0	0	0	0	0	0	0	107	0	0
NEDD8	11.888889	0	0	0	0	0	0	0	107	0	0
LENG9	11.888889	0	0	0	0	0	0	107	0	0	0
GMPR2	11.888889	0	0	0	0	0	0	0	107	0	0
CCDC59	11.888889	0	0	0	0	0	0	107	0	0	0
CBX1	11.888889	0	0	0	0	0	0	0	107	0	0
AOPEP	11.888889	0	0	0	0	0	0	107	0	0	0
VGLL4	11.777778	0	0	0	0	0	0	106	0	0	0
USO1	11.777778	0	0	0	0	0	0	106	0	0	0
TFB1M	11.777778	106	0	0	0	0	0	0	0	0	0
PUS10	11.777778	0	0	0	0	0	0	106	0	0	0
PLEKHM3	11.777778	0	0	0	0	0	0	0	0	106	0
PEX13	11.777778	0	0	0	0	0	0	106	0	0	0
MFN2	11.777778	0	0	0	0	0	0	106	0	0	0
INKA2	11.777778	0	0	0	0	0	0	106	0	0	0
GTPBP4	11.777778	0	0	0	0	0	0	106	0	0	0
GPT2	11.777778	0	0	0	0	0	0	0	106	0	0
DDX20	11.777778	0	0	0	0	0	0	106	0	0	0
COP1	11.777778	0	0	0	0	0	0	106	0	0	0
CMTR2	11.777778	0	0	0	0	0	0	0	0	106	0
VWC2L	11.666667	0	0	0	0	0	0	0	0	105	0
TPH2	11.666667	0	0	0	0	0	0	0	0	105	0
OTUD6B	11.666667	0	0	0	0	0	0	105	0	0	0
OSBPL8	11.666667	0	0	0	0	0	0	0	105	0	0
NID1	11.666667	0	0	0	0	0	0	0	0	105	0
LIN7C	11.666667	0	0	0	0	0	0	105	0	0	0
GOLGA8A	11.666667	0	0	0	0	0	0	0	0	105	0
AXDND1	11.666667	0	0	0	0	0	0	105	0	0	0
ARMC9	11.666667	105	0	0	0	0	0	0	0	0	0
ZNF322	11.555556	0	0	0	0	0	0	104	0	0	0
TMEM242	11.555556	0	0	0	0	0	0	104	0	0	0
SLC38A2	11.555556	0	0	0	0	0	0	0	0	104	0
RNF139	11.555556	0	0	0	0	0	0	104	0	0	0
PRKRA	11.555556	0	0	0	0	0	0	0	0	104	0
PJVK	11.555556	0	0	0	0	0	0	0	0	104	0
NTAN1	11.555556	0	0	0	0	0	0	0	104	0	0
LRIG2	11.555556	0	0	0	0	0	0	104	0	0	0
DMAC2	11.555556	0	0	0	0	0	0	104	0	0	0
CTTNBP2NL	11.555556	0	0	0	0	0	0	104	0	0	0
CLCN7	11.555556	0	0	0	0	0	0	0	0	104	0
BICDL1	11.555556	104	0	0	0	0	0	0	0	0	0
ZNF292	11.444444	0	0	0	0	0	0	0	0	103	0
UHMK1	11.444444	0	0	0	0	0	0	103	0	0	0
TRAK2	11.444444	0	0	0	0	0	0	0	103	0	0
TMEM62	11.444444	0	0	0	0	0	0	103	0	0	0
TEPSIN	11.444444	0	0	0	0	0	0	103	0	0	0
TBK1	11.444444	0	0	0	0	0	0	103	0	0	0
STRADB	11.444444	0	0	0	0	0	0	0	103	0	0
SRPK1	11.444444	0	0	0	0	0	0	0	0	103	0
NDUFAF8	11.444444	0	0	0	0	0	0	103	0	0	0
MAD2L1	11.444444	0	0	0	0	0	0	103	0	0	0
EFCAB13	11.444444	0	0	0	0	0	0	0	0	103	0
DPY19L1	11.444444	0	0	0	0	0	0	103	0	0	0
ATG4C	11.444444	0	0	0	0	0	0	103	0	0	0
TMEM216	11.333333	0	0	0	0	0	0	0	0	102	0
TDRKH	11.333333	0	0	0	0	0	0	0	0	102	0
STAM	11.333333	0	0	0	0	0	0	102	0	0	0
SLC36A4	11.333333	0	0	0	0	0	0	0	0	102	0
RPL7	11.333333	0	0	0	0	0	0	102	0	0	0
RDH10	11.333333	0	0	0	0	0	0	102	0	0	0
PRR12	11.333333	0	0	0	0	0	0	102	0	0	0
PPP1R37	11.333333	0	0	0	0	0	0	102	0	0	0
NXPE3	11.333333	0	0	0	0	0	0	0	0	102	0
NICN1	11.333333	0	0	0	0	0	0	102	0	0	0
NANP	11.333333	0	0	0	0	0	0	0	0	102	0
LATS1	11.333333	0	0	0	0	0	0	0	0	102	0
FDXACB1	11.333333	0	0	0	0	0	0	102	0	0	0
CANT1	11.333333	0	0	0	0	0	0	0	102	0	0
C5orf34	11.333333	0	0	0	0	0	0	102	0	0	0
C11orf1	11.333333	0	0	0	0	0	0	102	0	0	0
TMSB4X	11.222222	0	0	0	0	0	0	101	0	0	0
RNF168	11.222222	0	0	0	0	0	0	101	0	0	0
LAPTM4A	11.222222	0	0	0	0	0	0	101	0	0	0
FBXO4	11.222222	0	0	0	0	0	0	0	0	101	0
ATP5MF-PTCD1	11.222222	0	0	0	0	0	0	0	101	0	0
ATP5MF	11.222222	0	0	0	0	0	0	0	101	0	0
ANKRD12	11.222222	0	0	0	0	0	0	101	0	0	0
UQCRFS1	11.111111	0	0	0	0	0	0	0	0	100	0
SEPSECS	11.111111	0	0	0	0	0	0	0	0	100	0
SELENOK	11.111111	0	0	0	0	0	0	100	0	0	0
REXO1	11.111111	0	0	0	0	0	0	100	0	0	0
RANGRF	11.111111	0	0	0	0	0	0	100	0	0	0
PEF1	11.111111	0	0	0	0	0	0	100	0	0	0
NSFL1C	11.111111	0	0	0	0	0	0	0	0	100	0
GCDH	11.111111	0	0	0	0	0	0	100	0	0	0
FDXR	11.111111	0	0	0	0	0	0	100	0	0	0
DHODH	11.111111	0	0	0	0	0	0	100	0	0	0
ADGRG6	11.111111	0	0	0	0	0	0	0	0	100	0
ZNF561	11.000000	0	0	0	0	0	0	99	0	0	0
ZNF528	11.000000	0	0	0	0	0	0	0	0	99	0
ZNF518A	11.000000	0	0	0	0	0	0	0	0	99	0
UQCC3	11.000000	0	0	0	0	0	0	99	0	0	0
UBA1	11.000000	0	0	0	0	0	0	99	0	0	0
RBM25	11.000000	0	0	0	0	0	0	99	0	0	0
PGAP2	11.000000	0	0	0	0	0	0	0	0	99	0
LRRC37A3	11.000000	0	0	0	0	0	0	0	99	0	0
LBHD1	11.000000	0	0	0	0	0	0	99	0	0	0
GTPBP8	11.000000	0	0	0	0	0	0	99	0	0	0
ENO1	11.000000	99	0	0	0	0	0	0	0	0	0
EIF2S2	11.000000	0	0	0	0	0	0	0	0	99	0
RNF7	10.888889	0	0	0	0	0	0	98	0	0	0
RAB40C	10.888889	0	0	0	0	0	0	98	0	0	0
NUP153	10.888889	0	0	0	0	0	0	0	98	0	0
MTHFD2	10.888889	0	0	0	0	0	0	0	0	98	0
MPC2	10.888889	0	0	0	0	0	0	98	0	0	0
DCAF6	10.888889	0	0	0	0	0	0	98	0	0	0
COA6	10.888889	0	0	0	0	0	0	98	0	0	0
SNW1	10.777778	0	0	0	0	0	0	97	0	0	0
SETD9	10.777778	0	0	0	0	0	0	97	0	0	0
PAN2	10.777778	0	0	0	0	0	0	97	0	0	0
MAGOHB	10.777778	0	0	0	0	0	0	0	97	0	0
GPN1	10.777778	0	0	0	0	0	0	0	0	97	0
FAM222B	10.777778	97	0	0	0	0	0	0	0	0	0
ETFA	10.777778	0	0	0	0	0	0	97	0	0	0
EIF2AK1	10.777778	0	0	0	0	0	0	97	0	0	0
CCDC121	10.777778	0	0	0	0	0	0	0	0	97	0
ZNF107	10.666667	0	0	0	0	0	0	96	0	0	0
XYLB	10.666667	0	0	0	0	0	0	0	0	96	0
TRIM62	10.666667	0	0	0	0	0	0	0	0	96	0
RNF121	10.666667	0	0	0	0	0	0	96	0	0	0
LOC100133315	10.666667	0	0	0	0	0	0	96	0	0	0
KIF27	10.666667	0	0	0	0	0	0	0	0	96	0
HESX1	10.666667	0	0	0	0	0	0	0	0	96	0
FASTKD1	10.666667	0	0	0	0	0	0	0	96	0	0
ELOA	10.666667	96	0	0	0	0	0	0	0	0	0
EIF5B	10.666667	0	0	0	0	0	0	96	0	0	0
ARF3	10.666667	0	0	0	0	0	0	96	0	0	0
APPL1	10.666667	0	0	0	0	0	0	0	0	96	0
ZNF224	10.555556	0	0	0	0	0	0	95	0	0	0
TSGA10	10.555556	0	0	0	0	0	0	0	0	95	0
PPP6C	10.555556	0	0	0	0	0	0	95	0	0	0
MRTO4	10.555556	0	0	0	0	0	0	0	0	95	0
MLXIP	10.555556	0	0	0	0	0	0	0	0	95	0
L3HYPDH	10.555556	0	0	0	0	0	0	0	0	95	0
JKAMP	10.555556	0	0	0	0	0	0	0	0	95	0
EMC1	10.555556	0	0	0	0	0	0	0	0	95	0
DDX60L	10.555556	0	0	0	0	0	0	95	0	0	0
CBWD1	10.555556	0	0	0	0	0	0	0	95	0	0
C7orf25	10.555556	0	0	0	0	0	0	0	0	95	0
C2orf15	10.555556	0	0	0	0	0	0	0	0	95	0
XPO6	10.444444	94	0	0	0	0	0	0	0	0	0
SCLT1	10.444444	0	0	0	0	0	0	94	0	0	0
RNF4	10.444444	94	0	0	0	0	0	0	0	0	0
PDP2	10.444444	0	0	0	0	0	0	0	0	94	0
PDE4D	10.444444	0	0	0	0	0	0	94	0	0	0
MSN	10.444444	0	0	0	0	0	0	94	0	0	0
DAP	10.444444	0	0	0	0	0	0	94	0	0	0
C4orf33	10.444444	0	0	0	0	0	0	94	0	0	0
ANO6	10.444444	0	0	0	0	0	0	0	0	94	0
ABCC6	10.444444	0	0	0	0	0	0	0	94	0	0
ZNF317	10.333333	0	0	0	0	0	0	93	0	0	0
ZNF300	10.333333	0	0	0	0	0	0	0	0	93	0
ST3GAL4	10.333333	0	0	0	0	0	0	93	0	0	0
SNRPD3	10.333333	0	0	0	0	0	0	93	0	0	0
SLC25A36	10.333333	0	0	0	0	0	0	0	0	93	0
PRPF38B	10.333333	0	0	0	0	0	0	93	0	0	0
MELK	10.333333	0	0	0	0	0	0	93	0	0	0
GUCD1	10.333333	0	0	0	0	0	0	93	0	0	0
FLCN	10.333333	0	0	0	0	0	0	93	0	0	0
DUS3L	10.333333	0	0	0	0	0	0	0	93	0	0
DDX59	10.333333	0	0	0	0	0	0	93	0	0	0
CNPPD1	10.333333	0	0	0	0	0	0	0	0	93	0
ZNF562	10.222222	0	0	0	0	0	0	92	0	0	0
ZFP14	10.222222	0	0	0	0	0	0	92	0	0	0
VWA8	10.222222	0	0	0	0	0	0	0	0	92	0
UCHL5	10.222222	0	0	0	0	0	0	92	0	0	0
UBE2D3	10.222222	0	0	0	0	0	0	92	0	0	0
TGDS	10.222222	0	0	0	0	0	0	0	0	92	0
SKA2	10.222222	0	0	0	0	0	0	92	0	0	0
SCAMP5	10.222222	0	0	0	0	0	0	0	0	92	0
RO60	10.222222	0	0	0	0	0	0	92	0	0	0
PRR11	10.222222	0	0	0	0	0	0	92	0	0	0
PCIF1	10.222222	0	0	0	0	0	0	0	0	92	0
ORC2	10.222222	0	0	0	0	0	0	0	0	92	0
NSMCE1	10.222222	0	0	0	0	0	0	92	0	0	0
NECAP1	10.222222	0	0	0	0	0	0	0	0	92	0
MOGAT1	10.222222	0	0	0	0	0	0	0	0	92	0
KIAA1586	10.222222	0	0	0	0	0	0	0	0	92	0
